RegulationId,RegistarId,Naslov,Vazenje,Dario_StupanjeNaSnagu,Dario_DatumPrimjene,Rezultati
16901,20056,Pravilnik o naÄinu ostvarivanja prava na jednokratnu novÄanu pomoÄ‡ za hrvatske branitelje iz Domovinskog rata i Älanove njihovih obitelji,"Pravilnik stupa na snagu 8. 2. 2018.<br />
Prestaje vaÅ¾iti Pravilnik o uvjetima, naÄinu i postupku ostvarivanja prava na jednokratnu novÄanu pomoÄ‡ (Narodne novine, br. 107/14).",08.02.2018,,1
16902,20057,Pravilnik o radu Povjerenstva za reviziju ocjene radne sposobnosti,"Pravilnik stupa na snagu 8. 2. 2018.<br />
Prestaje vaÅ¾iti Pravilnik o radu povjerenstva za reviziju ocjene invalidnosti (Narodne novine, br. 37/05).",08.02.2018,,1
16905,20060,Kolektivni ugovor za radnike Hrvatskih voda,Ugovor se sklapa na odreÄ‘eno vrijeme i primjenjuje se do 31. 12. 2027.,,,1
16910,20065,"Memorandum o suglasnosti izmeÄ‘u Vlade Republike Hrvatske i Vlade Rumunjske o uzajamnom pruÅ¾anju potpore drÅ¾ave domaÄ‡ina, potpisan u BukureÅ¡tu 12. rujna 2017.",Zakon o potvrÄ‘ivanju Memoranduma stupa na snagu 10. II. 2018.,10.02.2018,,1
16911,20066,"Ugovor o stabilnosti, koordinaciji i upravljanju u ekonomskoj i monetarnoj uniji izmeÄ‘u Kraljevine Belgije, Republike Bugarske, Kraljevine Danske, Savezne Republike NjemaÄke, Republike Estonije, Irske, Helenske Republike, Kraljevine Å panjolske, Francuske Republike, Talijanske Republike, Republike Cipra, Republike Latvije, Republike Litve, Velikog Vojvodstva Luksemburga, MaÄ‘arske, Malte, Kraljevine Nizozemske, Republike Austrije, Republike Poljske, Portugalske Republike, Rumunjske, Republike Slovenije, SlovaÄke Republike, Republike Finske i Kraljevine Å vedske, sastavljen u Bruxellesu 2. oÅ¾ujka 2012.",Zakon o potvrÄ‘ivanju Ugovora stupa na snagu 10. II. 2018.,10.02.2018,,1
16912,20067,"Ugovor izmeÄ‘u Vlade Republike Hrvatske i Vlade Republike Kazahstana o izbjegavanju dvostrukog oporezivanja i sprjeÄavanju izbjegavanja plaÄ‡anja poreza na dohodak, potpisan u Zagrebu 5. lipnja 2017. i u Astani 29. rujna 2017.",Zakon o potvrÄ‘ivanju Ugovora stupa na snagu 10. II. 2018.,10.02.2018,,1
16913,20068,"Sporazum o suradnji za partnerstvo i razvoj izmeÄ‘u Europske unije i njezinih drÅ¾ava Älanica, s jedne strane, i Islamske Republike Afganistana, s druge strane, sastavljen u MÃ¼nchenu 18. veljaÄe 2017.",Zakon o potvrÄ‘ivanju Sporazuma stupa na snagu 10. II. 2018.,10.02.2018,,1
16914,20069,"Protokol o suradnji izmeÄ‘u Vlade Republike Hrvatske i VijeÄ‡a ministara Bosne i Hercegovine u traÅ¾enju nestalih osoba, sklopljen u Sarajevu 7. srpnja 2017.",Uredba o objavi Protokola stupa na snagu 10. II. 2018.,10.02.2018,,1
16916,20071,"Mnogostrani sporazum nadleÅ¾nih tijela o razmjeni izvjeÅ¡Ä‡a po drÅ¾avama, potpisan u Zagrebu 6. srpnja 2017.",Odluka o objavi Mnogostranog sporazuma stupa na snagu 10. II. 2018.,10.02.2018,,1
16917,20072,"Uredba o preuzimanju Direktive 2012/29/EU Europskog parlamenta i VijeÄ‡a o uspostavi minimalnih standarda za prava, potporu i zaÅ¡titu Å¾rtava kaznenih djela te o zamjeni Okvirne odluke VijeÄ‡a 2001/220/PUP",Uredba stupa na snagu 17. 2. 2018.,17.02.2018,,1
16918,20073,Odluka o osnivanju Nacionalnog povjerenstva za prijevoz opasnih tvari,Odluka stupa na snagu 8. 2. 2018.,08.02.2018,,1
16919,20074,"RjeÅ¡enje o ovlaÅ¡Ä‡ivanju LINIJA SIGURNOSTI d.o.o. iz Zagreba, Jagnedje 2a, OIB: 74837718235, za obavljanje poslova zaÅ¡tite na radu","Prestaje vaÅ¾iti RjeÅ¡enje o ovlaÅ¡Ä‡ivanju druÅ¡tva LINIJA SIGURNOSTI d.o.o. iz Zagreba, Jagnedje 2a, OIB: 74837718235, za obavljanje poslova zaÅ¡tite na radu (Narodne novine, br. 20/17).<br/>
Stavlja se izvan snage RjeÅ¡enje Zavoda za unapreÄ‘ivanje zaÅ¡tite na radu klasa: UP/I-115-01/17-01/05, urbroj: 425-02/2-17-2 od 1. 3. 2017.",,,1
16920,20075,"RjeÅ¡enje o ovlaÅ¡Ä‡ivanju PLASMA d.o.o. iz VaraÅ¾dina, VidoveÄka 45, OIB: 94543219022, za obavljanje poslova zaÅ¡tite na radu","Prestaje vaÅ¾iti RjeÅ¡enje o ovlaÅ¡Ä‡ivanju druÅ¡tva PLASMA d.o.o. iz VaraÅ¾dina, VidoveÄka 45, za obavljanje poslova zaÅ¡tite na radu (Narodne novine, br. 70/15).<br/>
Stavlja se izvan snage RjeÅ¡enje Zavoda za unapreÄ‘ivanje zaÅ¡tite na radu klasa: UP/I-115-01/15-01/48, urbroj: 425-02/2-15-3 od 12. 6. 2015. godine.",,,1
16922,20077,Odluka o opÄ‡inskim porezima OpÄ‡ine Marijanci," Odluka stupa na snagu u roku od osam dana od dana objave u SluÅ¾benom glasniku OpÄ‡ine Marijanci, osim odredbi o prirezu poreza na dohodak koje stupaju na snagu 1. 3. 2018..<br/>
Prestaje vaÅ¾iti Odluka o porezima OpÄ‡ine Marijanci (Narodne novine, br. 101/03) te Odluka o izmjenama i dopunama Odluke o porezima OpÄ‡ine Marijanci (SluÅ¾beni glasnik OpÄ‡ine Marijanci, br. 4/17).",01.03.2018,,1
16925,20080,Zakon o sprjeÄavanju unoÅ¡enja i Å¡irenja stranih te invazivnih stranih vrsta i upravljanju njima,Zakon stupa na snagu 22. 2. 2018.,22.02.2018,,1
16928,20083,Zakon o drvenastim kulturama kratkih ophodnji,Zakon stupa na snagu 22. 2. 2018.<br />,22.02.2018,,1
16929,20084,Zakon o upravnoj inspekciji,"Zakon stupa na snagu 1. 7. 2018.<br />
Prestaje vaÅ¾iti Zakon o upravnoj inspekciji (Narodne novine, br. 63/08).",01.07.2018,,1
16930,20085,"Odluka o osnivanju Konzulata Republike Hrvatske u Argentinskoj Republici, sa sjediÅ¡tem u Rosariju, Provincija Santa Fe",Odluka stupa na snagu 5. 2. 2018.,05.02.2018,,1
16934,20089,Pravilnik o tehniÄkim pregledima vozila,"Pravilnik stupa na snagu 20. 5. 2018.<br />
Prestaje vaÅ¾iti Pravilnik o tehniÄkim pregledima vozila (Narodne novine, br. 148/08, 36/10, 52/13, 111/14 i 122/14).",20.05.2018,,1
16935,20090,Odluka o donoÅ¡enju programa za izborni predmet Dramski odgoj (program dramske kulture i umjetnosti) za II. razred opÄ‡e gimnazije,"Odluka stupa na snagu 16. 10. 2017., a primjenjivat Ä‡e se od Å¡kolske godine 2017./2018.",16.10.2017,,1
16936,20091,Pravilnik o izboru i naÄinu ostvarivanja prava osoba koje pruÅ¾aju njegu i pomoÄ‡ HRVI iz Domovinskog rata 100% I. skupine,"Pravilnik stupa na snagu 24. 2. 2018.<br />
Prestaje vaÅ¾iti Pravilnik o izboru, naÄinu i postupku ostvarivanja prava osoba koje pruÅ¾aju njegu i pomoÄ‡ HRVI iz Domovinskog rata 100% I. skupine (Narodne novine, broj 43/05).",24.02.2018,,1
16937,20092,Pravilnik o naÄinu isplate novÄanih primanja i drugih troÅ¡kova,"Pravilnik stupa na snagu 24. 2. 2018.<br />
Prestaje vaÅ¾iti Pravilnik o naÄinu isplate novÄanih primanja i drugih troÅ¡kova (Narodne novine, broj 04/15).",24.02.2018,,1
16939,20094,Plan prijama u drÅ¾avnu sluÅ¾bu u Ured povjerenika za informiranje za 2018. godinu,Plan stupa na snagu 12. 2. 2018.,12.02.2018,,1
16940,20095,Odluka o opÄ‡inskim porezima OpÄ‡ine Å titar,Odluka stupa na snagu 16. 2. 2018.,16.02.2018,,1
16942,20097,Pravilnik o dozvoli za akvakulturu,"Pravilnik stupa na snagu 1. 3. 2018.<br/>
Prestaje vaÅ¾iti Pravilnik o povlastici za uzgoj ribe i drugih morskih organizama (Narodne novine, br. 76/11) i odredbe Älanaka 2. do 7a. Pravilnika o akvakulturi (Narodne novine, br. 82/05, 59/09, 156/09, 53/10, 3/11 i 149/11).",01.03.2018,,1
16944,20099,Pravilnik o malom obalnom ribolovu,"Pravilnik stupa na snagu 22. 2. 2018.<br/>
Prestaje vaÅ¾iti Pravilnik o malom obalnom ribolovu (Narodne novine, br. 8/15, 15/15, 19/15, 78/15, 107/15 i 15/17).",22.02.2018,,1
16949,20104,Uredba o financijskoj strukturi omotnice za program izravnih plaÄ‡anja u 2017. godini,Uredba stupa na snagu 24. 2. 2018.,24.02.2018,,1
16950,20105,RjeÅ¡enje o raspuÅ¡tanju OpÄ‡inskog vijeÄ‡a OpÄ‡ine MuÄ‡,RjeÅ¡enje stupa na  snagu 23. 2. 2018.,,,0
16951,20106,Pravilnik o naÄinu ostvarivanja porezne olakÅ¡ice za obavljanje djelatnosti na podruÄju Grada Vukovara i na potpomognutim podruÄjima,"Pravilnik stupa na snagu 3. 3. 2018.<br/>
Prestaje vaÅ¾iti Pravilnik o naÄinu ostvarivanja porezne olakÅ¡ice za obavljanje djelatnosti na podruÄju Grada Vukovara i na potpomognutim podruÄjima (Narodne novine, broj 157/14).",03.03.2018,,1
16953,20108,Uredba o javnoj nabavi u podruÄju obrane i sigurnosti,"Uredba stupa na snagu 8. 3. 2018.<br />
Prestaje vaÅ¾iti Uredba o javnoj nabavi za potrebe obrane i sigurnosti (Narodne novine, br. 89/12 i 145/14).",08.03.2018,,1
16954,20109,Odluka o donoÅ¡enju Plana koriÅ¡tenja financijskih sredstava dobivenih od prodaje emisijskih jedinica putem draÅ¾bi u Republici Hrvatskoj do 2020. godine,Odluka stupa na snagu 22. 2. 2018.,22.02.2018,,1
16956,20111,Odluka o kriterijima za upis ulovnih ribarskih plovila udiÄarskim alatima u Registar ICCAT-a (ICCAT record of BFT catching vessels) u 2018. godini,Odluka stupa na snagu 1. 3. 2018.<br />,01.03.2018,,1
16959,20114,Zakon o provedbi Uredbe (EU) br. 511/2014 o mjerama usklaÄ‘ivanja za korisnike Protokola iz Nagoye o pristupu genetskim resursima te poÅ¡tenoj i praviÄnoj podjeli dobiti koja proizlazi iz njihova koriÅ¡tenja u Uniji,Zakon stupa na snagu 9. III. 2018.,09.03.2018,,1
16960,20115,Zakon o poljoprivrednom zemljiÅ¡tu,"Zakon stupa na snagu 9. 3. 2018.<br/>
Prestaje vaÅ¾iti Zakon o poljoprivrednom zemljiÅ¡tu (Narodne novine, br. 39/13 i 48/15).",09.03.2018,,1
16961,20116,Zakon o prestanku vaÅ¾enja Zakona o provedbi Uredbe Europske unije o europskim fondovima socijalnog poduzetniÅ¡tva,"Zakon stupa na snagu 9. 3. 2018.<br/>
Prestaje vaÅ¾iti Zakon o provedbi Uredbe Europske unije o europskim fondovima socijalnog poduzetniÅ¡tva (Narodne novine, br. 123/13).",09.03.2018,,1
16962,20117,Zakon o prestanku vaÅ¾enja Zakona o provedbi Uredbe Europske unije o europskim fondovima poduzetniÄkog kapitala,"Zakon stupa na snagu 9. 3. 2018.<br/>
Prestaje vaÅ¾iti  Zakon o provedbi Uredbe Europske unije o europskim fondovima poduzetniÄkog kapitala (Narodne novine, br. 123/13).",09.03.2018,,1
16966,20121,Odluka o porezima OpÄ‡ine Sutivan,"Odluka stupa na snagu osmog dana od dana objave u SluÅ¾benom glasniku OpÄ‡ine Sutivan, osim odredbi o prirezu poreza na dohodak koje stupaju na snagu 1. 4. 2018.<br/>
Prestaje vaÅ¾iti Odluka o opÄ‡inskim porezima OpÄ‡ine Sutivan (Nar. novine, br. 112/01) i Odluka o prijenosu poslova utvrÄ‘ivanja naplate opÄ‡inskih poreza OpÄ‡ine Sutivan na Poreznu upravu (SluÅ¾beni glasnik OpÄ‡ine Sutivan, br. 15/15).",01.04.2018,,1
16968,20123,Uredba o odreÄ‘ivanju luÄkog podruÄja luke Vukovar,"Uredba stupa na snagu 10. 3 2018.<br/>
Prestaje vaÅ¾iti Uredba o odreÄ‘ivanju luÄkog podruÄja luke Vukovar (Narodne novine, br. 100/01).",10.03.2018,,1
16969,20124,Odluka o isplati materijalnih prava i drugih naknada za zaposlenike u osnovnoÅ¡kolskim ustanovama,Odluka stupa na snagu 3. 3. 2018.,03.03.2018,,1
16970,20125,Odluka o isplati materijalnih prava i drugih naknada za zaposlenike u srednjoÅ¡kolskim ustanovama,Odluka stupa na snagu 3. 3. 2018.,03.03.2018,,1
16972,20127,Pravilnik o naÄinu ostvarivanja prava na prilagoÄ‘eni osobni automobil i prava na naknadu troÅ¡ka prilagodbe osobnog automobila za hrvatske ratne vojne invalide iz Domovinskog rata,Pravilnik stupa na snagu 10. 3. 2018.,10.03.2018,,1
16973,20128,Pravilnik o voÄ‘enju evidencije udruga iz Domovinskog rata te suradnji i potpori udrugama iz Domovinskog rata,Pravilnik stupa na snagu 10. 3. 2018.,10.03.2018,,1
16974,20129,"Pravilnik o voÄ‘enju evidencija, kontroli obraÄuna i isplata ostvarenih prava te uvjeta za ostvarivanje prava","Pravilnik stupa na snagu 10. 3. 2018.<br/>
Prestaje vaÅ¾iti Pravilnik o naÄinu voÄ‘enja evidencije o obavljenim isplatama i dostavi izvjeÅ¡Ä‡a o utroÅ¡enim sredstvima te kontroli namjenskog troÅ¡enja sredstava (Narodne novine, br. 4/15).",10.03.2018,,1
16979,20134,Kolektivni ugovor za Hrvatske autoceste d.o.o. (do 1. 2. 2022.),"Kolektivni ugovor stupa na snagu 1. 2. 2018.<br/>
Ne primjenjuje se Kolektivni ugovor za Hrvatske autoceste d.o.o. (Narodne novine, br. 60/14).",01.02.2018,,1
16981,20136,Naputak o novÄanim kaznama koje izriÄu komunalni redari,"Naputak stupa na snagu 8. 3. 2018.<br/>
Prestaje vaÅ¾iti Naputak o novÄanim kaznama koje izriÄu komunalni redari u provedbi Zakona o graÄ‘evinskoj inspekciji (Narodne novine, br. 40/15).",08.03.2018,,1
16983,20138,Odluka o iznosu tarifnih stavki za javnu uslugu opskrbe plinom za razdoblje od 1. travnja do 31. srpnja 2018. godine,Odluka stupa na snagu 1. 4. 2018.,01.04.2018,,1
16985,20140,Uredba o mjerama zaÅ¡tite od ionizirajuÄ‡eg zraÄenja te postupanjima u sluÄaju izvanrednog dogaÄ‘aja,"Uredba stupa na snagu 17. 3. 2018.<br/>
Prestaju vaÅ¾iti:<br/>
â€“ Uredba o mjerama zaÅ¡tite od ionizirajuÄ‡eg zraÄenja te intervencija u sluÄaju izvanrednog dogaÄ‘aja (Nar. novine, br. 102/12)<br/>
â€“ Älanci 16. do 21. Pravilnika o granicama ozraÄenja (Narodne novine, br. 59/13).",17.03.2018,,1
16986,20141,Uredba o prestanku vaÅ¾enja Uredbe o pripajanju Agencije za regionalni razvoj Republike Hrvatske SrediÅ¡njoj agenciji za financiranje i ugovaranje programa i projekata Europske unije,"Uredba stupa na snagu 17. 3. 2018.<br/>
Prestaje vaÅ¾iti Uredba o pripajanju Agencije za regionalni razvoj Republike Hrvatske SrediÅ¡njoj agenciji za financiranje i ugovaranje programa i projekata Europske unije (Narodne novine, br. 97/15).",17.03.2018,,1
16987,20142,"Odluka o davanju odobrenja KoprivniÄko-kriÅ¾evaÄkoj Å¾upaniji i Gradu Prelogu za sudjelovanje u Europskoj grupaciji za teritorijalnu suradnju pod nazivom ""Pannon Europska grupacija za teritorijalnu suradnju s ograniÄenom odgovornoÅ¡Ä‡u"" i odobrenju Konvencije",Odluka stupa na snagu 8. 3. 2018.,08.03.2018,,1
16988,20143,Pravilnik o provedbi postupka akreditacije regionalnih koordinatora,"Pravilnik stupa na snagu 17. 3. 2018.<br/>
Prestaje vaÅ¾iti Pravilnik o provedbi postupka akreditacije regionalnih koordinatora (Narodne novine, br. 121/15).",17.03.2018,,1
16989,20144,Pravilnik o Upisniku regionalnih koordinatora i lokalnih razvojnih agencija,"Pravilnik stupa na snagu 17. 3. 2018.<br/>
Prestaje vaÅ¾iti Pravilnik o Upisniku regionalnih koordinatora i lokalnih razvojnih agencija (Narodne novine, broj 121/15).",17.03.2018,,1
16990,20145,"Pravilnik o postupku ispitivanja vodomjera namijenjenih za uporabu u kuÄ‡anstvu, trgovini i lakoj industriji",Pravilnik stupa na snagu 17. 3. 2018.<br/>,17.03.2018,,1
16991,20146,Pravilnik o postupku ispitivanja plinomjera statistiÄkom metodom u svrhu produljenja ovjernog razdoblja,"Pravilnik stupa na snagu 17. 3. 2018.<br/>
Prestaje vaÅ¾iti Naputak za ispitivanje protoÄnih mjerila obujma plina statistiÄkom metodom (Narodne novine, br. 99/02).",17.03.2018,,1
16992,20147,Odluka o primjeni odredbi Zakona o kreditnim institucijama na kreditne institucije u likvidaciji,"Odluka stupa na snagu 17. 3. 2018.<br/>
Prestaje vaÅ¾iti Odluka o primjeni odredaba zakona i drugih propisa iz nadleÅ¾nosti Hrvatske narodne banke na kreditne institucije u likvidaciji (Narodne novine, br. 75/09).",17.03.2018,,1
16993,20148,"Sporazum o strateÅ¡kom partnerstvu izmeÄ‘u Europske unije i njezinih drÅ¾ava Älanica, s jedne strane, i Kanade, s druge strane, sastavljen u Bruxellesu 30. listopada 2016.",Zakon o potvrÄ‘ivanju Sporazuma stupa na snagu 17. III. 2017.,17.03.2017,,1
16994,20149,"Sporazum o pojaÄanom partnerstvu i suradnji izmeÄ‘u Europske unije i njezinih drÅ¾ava Älanica, s jedne strane i Republike Kazahstana, s druge strane, sastavljen u Astani 21. prosinca 2015.",Zakon o potvrÄ‘ivanju Sporazuma stupa na snagu 17. III. 2017.,17.03.2017,,1
16995,20150,"Odluka o davanju ovlaÅ¡tenja Ministarstvu mora, prometa i infrastrukture za koriÅ¡tenje i odrÅ¾avanje pomorskog dobra na kojem se nalazi zgrada LuÄke kapetanije Rijeka",Odluka stupa na snagu 1. 3. 2018.,01.03.2018,,1
16996,20151,Kolektivni ugovor za javne sluÅ¾benike i namjeÅ¡tenike Hrvatskog centra za razminiranje,"Kolektivni ugovor se sklapa na odreÄ‘eno vrijeme od 4 godine, a primjenjuje se od 20. 12. 2017.<br/>
Prestaje se primjenjivati  Kolektivni ugovor za javne sluÅ¾benike i namjeÅ¡tenike Hrvatskog centra za razminiranje (Narodne novine, br. 106/13).",,20.12.2017,1
16998,20153,Odluka o dokumentaciji koja se prilaÅ¾e zahtjevu za izdavanje odobrenja za rasporeÄ‘ivanje instrumenata kapitala kao instrumenta regulatornoga kapitala kreditnih institucija,Odluka stupa na snagu 22. 3. 2018.<br />,22.03.2018,,1
16999,20154,Odluka o prethodnoj suglasnosti za stjecanje kvalificiranog udjela u kreditnoj instituciji,Odluka stupa na snagu 22. 3. 2018.,22.03.2018,,1
17004,20159,Odluka o visini najniÅ¾e mirovine hrvatskom branitelju iz Domovinskog rata za godinu 2018.,"Odluka stupa na snagu 1.1I. 2018., osim Älanka 2. stavka 2., 5. i 6. koji stupaju na snagu od 1. 3. 2018.",3/1/2018,,0
17008,20163,Plan prijma u drÅ¾avnu sluÅ¾bu DrÅ¾avnog ureda za reviziju za 2018. godinu,Plan prijma stupa na snagu 14. 3. 2018.,14.03.2018,,1
17010,20165,Zakon o provedbi uredbi Europske unije o prometu drva i proizvoda od drva,"Zakon stupa na snagu 22. 3. 2018.<br />
Prestaje vaÅ¾iti Zakon o provedbi uredbi Europske unije u vezi s trgovinom ilegalno posjeÄenim drvom i proizvodima od takvog drva (Narodne novine, br. 54/13).",22.03.2018,,1
17011,20166,Zakon o obavljanju geodetske djelatnosti,"Zakon stupa na snagu 22. 3. 2018.<br />
Prestaju vaÅ¾iti:<br/>
â€“ Zakon o obavljanju geodetske djelatnosti (Narodne novine, br. 152/08, 61/11 i 56/13)<br />
â€“ Pravilnik o uvjetima i mjerilima za davanje i oduzimanje suglasnosti za obavljanje poslova drÅ¾avne izmjere i katastra nekretnina (Narodne novine, br. 105/07 i 116/07) i <br />
â€“ Pravilnik o priznavanju inozemnih struÄnih kvalifikacija za regulirane profesije u podruÄju geodetske djelatnosti (Narodne novine, br. 81/14).

",22.03.2018,,1
17013,20168,Odluka o iznosu drÅ¾avnih poticajnih sredstava za stambenu Å¡tednju prikupljenu u 2018. godini,Odluka stupa na snagu 17. 3. 2018.,17.03.2018,,1
17018,20173,"Odluka o utvrÄ‘ivanju ovlaÅ¡tenih zdravstvenih ustanova u kojima se obavlja struÄna procjena radi ostvarivanja statusa hrvatskog ratnog vojnog invalida po osnovi bolesti, pogorÅ¡anja bolesti odnosno pojave bolesti kao posljedice sudjelovanja u obrani suvereniteta Republike Hrvatske, za 2018. godinu",Odluka stupa na snagu 29. 3. 2018.,29.03.2018,,1
17019,20174,Odluka o usklaÄ‘enju sredstava jamstvenog pologa za 2017. godinu,Odluka stupa na snagu 22. 3. 2018.,22.03.2018,,1
17023,20178,Odluka o raspisivanju prijevremenih izbora za OpÄ‡insko vijeÄ‡e OpÄ‡ine MuÄ‡,Odluka stupa na snagu 29. oÅ¾ujka 2018. godine.,29.03.2018,,1
17025,20180,"Pravilnik o sluÅ¾benim kontrolama groÅ¾Ä‘a, moÅ¡ta, vina, voÄ‡nih vina i aromatiziranih proizvoda od vina","Pravilnik stupa na snagu 31. 3. 2018.<br />
Prestaju vaÅ¾iti Älanci  131. - 151. Pravilnika o vinu (Narodne novine, br. 96/96, 7/97, 117/97 i 57/00).",31.03.2018,,1
17026,20181,Pravilnik o tehniÄkim sustavima i objektima za pruÅ¾anje usluga u zraÄnoj plovidbi,Pravilnik stupa na snagu 23. 6. 2018.<br />,23.06.2018,,1
17028,20183,Zakon o strateÅ¡kim investicijskim projektima Republike Hrvatske,"Zakon stupa na snagu 5. 4. 2018.<br />
Prestaju vaÅ¾iti Zakon o strateÅ¡kim investicijskim projektima Republike Hrvatske (Narodne novine, br. 133/13, 152/14 i 22/16) i Pravilnik o obliku i sadrÅ¾aju obrasca kontrolne liste (Narodne novine, br. 151/13 i 32/14).",05.04.2018,,1
17029,20184,Zakon o obiteljskom poljoprivrednom gospodarstvu,Zakon stupa na snagu 5. 4. 2018.<br />,05.04.2018,,1
17035,20190,RjeÅ¡enje o prestanku ovlaÅ¡tenja druÅ¡tvu MEÄIMURSKA HIDROGRADNJA d.o.o. za obavljanje poslova zaÅ¡tite na radu,"Stavlja se izvan snage RjeÅ¡enje Zavoda za unapreÄ‘ivanje zaÅ¡tite na radu klasa: UP/I-115-01/16-01/24, urbroj: 425-02/2-16-2 od 5. 10. 2016. godine.",,,1
17036,20191,Obvezatne upute broj LS-I â€“ redoslijed izbornih radnji i tijek rokova,Obvezne upute stupaju na snagu 29. 3. 2018.,29.03.2018,,1
17037,20192,Obvezatne upute broj LS-II â€“ o primjeni obvezatnih uputa i obrazaca na prijevremenim izborima za Älanove OpÄ‡inskog vijeÄ‡a OpÄ‡ine MuÄ‡,Obvezne upute stupaju na snagu 29. 3. 2018.,29.03.2018,,1
17038,20193,Obvezatne upute broj FLS â€“ o suradnji DrÅ¾avnog izbornog povjerenstva Republike Hrvatske i OpÄ‡inskog izbornog povjerenstva OpÄ‡ine MuÄ‡ u provedbi nadzora financiranja izborne promidÅ¾be na prijevremenim izborima za Älanove OpÄ‡inskog vijeÄ‡a OpÄ‡ine MuÄ‡,Obvezatne upute stupaju na snagu 29. 3. 2018.,29.03.2018,,1
17039,20194,Plan prijma u drÅ¾avnu sluÅ¾bu u Ured pravobraniteljice za osobe s invaliditetom za 2018. godinu,Plan prijma stupa na snagu 2. 1. 2018.,02.01.2018,,1
17040,20195,Kolektivni ugovor za djelatnost zdravstva i zdravstvenog osiguranja,Ugovor se primjenjuje se od 1. 3. 2018.,,01.03.2018,1
17041,20196,Zakon o zaÅ¡titi neobjavljenih informacija s trÅ¾iÅ¡nom vrijednosti,Zakon stupa na snagu 7. 4. 2018.,07.04.2018,,1
17042,20197,Odluka o isplati materijalnih prava i drugih naknada za zaposlenike u djelatnosti socijalne skrbi,Odluka stupa na snagu 31. 3. 2018.,31.03.2018,,1
17043,20198,Odluka o isplati materijalnih prava i drugih naknada za zaposlenike u ustanovama kulture,Odluka stupa na snagu 31. 3. 2018.,31.03.2018,,1
