RegulationId,RegistarId,Naslov,Vazenje,Matko_StupanjeNaSnagu,Dario_StupanjeNaSnagu,Matko_DatumPrimjene,Dario_DatumPrimjene
16914,20069,"Protokol o suradnji između Vlade Republike Hrvatske i Vijeća ministara Bosne i Hercegovine u traženju nestalih osoba, sklopljen u Sarajevu 7. srpnja 2017.",Uredba o objavi Protokola stupa na snagu 10. II. 2018.,09.02.2018,10.02.2018,,
16916,20071,"Mnogostrani sporazum nadležnih tijela o razmjeni izvješća po državama, potpisan u Zagrebu 6. srpnja 2017.",Odluka o objavi Mnogostranog sporazuma stupa na snagu 10. II. 2018.,09.02.2018,10.02.2018,,
16917,20072,"Uredba o preuzimanju Direktive 2012/29/EU Europskog parlamenta i Vijeća o uspostavi minimalnih standarda za prava, potporu i zaštitu žrtava kaznenih djela te o zamjeni Okvirne odluke Vijeća 2001/220/PUP",Uredba stupa na snagu 17. 2. 2018.,16.02.2018,17.02.2018,,
16918,20073,Odluka o osnivanju Nacionalnog povjerenstva za prijevoz opasnih tvari,Odluka stupa na snagu 8. 2. 2018.,07.02.2018,08.02.2018,,
16919,20074,"Rješenje o ovlašćivanju LINIJA SIGURNOSTI d.o.o. iz Zagreba, Jagnedje 2a, OIB: 74837718235, za obavljanje poslova zaštite na radu","Prestaje važiti Rješenje o ovlašćivanju društva LINIJA SIGURNOSTI d.o.o. iz Zagreba, Jagnedje 2a, OIB: 74837718235, za obavljanje poslova zaštite na radu (Narodne novine, br. 20/17).<br/>
Stavlja se izvan snage Rješenje Zavoda za unapređivanje zaštite na radu klasa: UP/I-115-01/17-01/05, urbroj: 425-02/2-17-2 od 1. 3. 2017.",,,,
16920,20075,"Rješenje o ovlašćivanju PLASMA d.o.o. iz Varaždina, Vidovečka 45, OIB: 94543219022, za obavljanje poslova zaštite na radu","Prestaje važiti Rješenje o ovlašćivanju društva PLASMA d.o.o. iz Varaždina, Vidovečka 45, za obavljanje poslova zaštite na radu (Narodne novine, br. 70/15).<br/>
Stavlja se izvan snage Rješenje Zavoda za unapređivanje zaštite na radu klasa: UP/I-115-01/15-01/48, urbroj: 425-02/2-15-3 od 12. 6. 2015. godine.",,,,
16922,20077,Odluka o općinskim porezima Općine Marijanci," Odluka stupa na snagu u roku od osam dana od dana objave u Službenom glasniku Općine Marijanci, osim odredbi o prirezu poreza na dohodak koje stupaju na snagu 1. 3. 2018..<br/>
Prestaje važiti Odluka o porezima Općine Marijanci (Narodne novine, br. 101/03) te Odluka o izmjenama i dopunama Odluke o porezima Općine Marijanci (Službeni glasnik Općine Marijanci, br. 4/17).",,01.03.2018,,
16925,20080,Zakon o sprječavanju unošenja i širenja stranih te invazivnih stranih vrsta i upravljanju njima,Zakon stupa na snagu 22. 2. 2018.,21.02.2018,22.02.2018,,
16928,20083,Zakon o drvenastim kulturama kratkih ophodnji,Zakon stupa na snagu 22. 2. 2018.<br />,21.02.2018,22.02.2018,,
16929,20084,Zakon o upravnoj inspekciji,"Zakon stupa na snagu 1. 7. 2018.<br />
Prestaje važiti Zakon o upravnoj inspekciji (Narodne novine, br. 63/08).",30.06.2018,01.07.2018,,
16930,20085,"Odluka o osnivanju Konzulata Republike Hrvatske u Argentinskoj Republici, sa sjedištem u Rosariju, Provincija Santa Fe",Odluka stupa na snagu 5. 2. 2018.,04.02.2018,05.02.2018,,
16934,20089,Pravilnik o tehničkim pregledima vozila,"Pravilnik stupa na snagu 20. 5. 2018.<br />
Prestaje važiti Pravilnik o tehničkim pregledima vozila (Narodne novine, br. 148/08, 36/10, 52/13, 111/14 i 122/14).",19.05.2018,20.05.2018,,
16935,20090,Odluka o donošenju programa za izborni predmet Dramski odgoj (program dramske kulture i umjetnosti) za II. razred opće gimnazije,"Odluka stupa na snagu 16. 10. 2017., a primjenjivat će se od školske godine 2017./2018.",15.10.2017,16.10.2017,,
16936,20091,Pravilnik o izboru i načinu ostvarivanja prava osoba koje pružaju njegu i pomoć HRVI iz Domovinskog rata 100% I. skupine,"Pravilnik stupa na snagu 24. 2. 2018.<br />
Prestaje važiti Pravilnik o izboru, načinu i postupku ostvarivanja prava osoba koje pružaju njegu i pomoć HRVI iz Domovinskog rata 100% I. skupine (Narodne novine, broj 43/05).",23.02.2018,24.02.2018,,
16937,20092,Pravilnik o načinu isplate novčanih primanja i drugih troškova,"Pravilnik stupa na snagu 24. 2. 2018.<br />
Prestaje važiti Pravilnik o načinu isplate novčanih primanja i drugih troškova (Narodne novine, broj 04/15).",23.02.2018,24.02.2018,,
16939,20094,Plan prijama u državnu službu u Ured povjerenika za informiranje za 2018. godinu,Plan stupa na snagu 12. 2. 2018.,11.02.2018,12.02.2018,,
16940,20095,Odluka o općinskim porezima Općine Štitar,Odluka stupa na snagu 16. 2. 2018.,23.02.2018,16.02.2018,,
16942,20097,Pravilnik o dozvoli za akvakulturu,"Pravilnik stupa na snagu 1. 3. 2018.<br/>
Prestaje važiti Pravilnik o povlastici za uzgoj ribe i drugih morskih organizama (Narodne novine, br. 76/11) i odredbe članaka 2. do 7a. Pravilnika o akvakulturi (Narodne novine, br. 82/05, 59/09, 156/09, 53/10, 3/11 i 149/11).",28.02.2018,01.03.2018,,
16944,20099,Pravilnik o malom obalnom ribolovu,"Pravilnik stupa na snagu 22. 2. 2018.<br/>
Prestaje važiti Pravilnik o malom obalnom ribolovu (Narodne novine, br. 8/15, 15/15, 19/15, 78/15, 107/15 i 15/17).",21.02.2018,22.02.2018,,
16949,20104,Uredba o financijskoj strukturi omotnice za program izravnih plaćanja u 2017. godini,Uredba stupa na snagu 24. 2. 2018.,23.03.2018,24.02.2018,,
16950,20105,Rješenje o raspuštanju Općinskog vijeća Općine Muć,Rješenje stupa na  snagu 23. 2. 2018.,22.02.2018,,,
16951,20106,Pravilnik o načinu ostvarivanja porezne olakšice za obavljanje djelatnosti na području Grada Vukovara i na potpomognutim područjima,"Pravilnik stupa na snagu 3. 3. 2018.<br/>
Prestaje važiti Pravilnik o načinu ostvarivanja porezne olakšice za obavljanje djelatnosti na području Grada Vukovara i na potpomognutim područjima (Narodne novine, broj 157/14).",02.03.2018,03.03.2018,,
16953,20108,Uredba o javnoj nabavi u području obrane i sigurnosti,"Uredba stupa na snagu 8. 3. 2018.<br />
Prestaje važiti Uredba o javnoj nabavi za potrebe obrane i sigurnosti (Narodne novine, br. 89/12 i 145/14).",07.03.2018,08.03.2018,,
16954,20109,Odluka o donošenju Plana korištenja financijskih sredstava dobivenih od prodaje emisijskih jedinica putem dražbi u Republici Hrvatskoj do 2020. godine,Odluka stupa na snagu 22. 2. 2018.,21.02.2018,22.02.2018,,
16956,20111,Odluka o kriterijima za upis ulovnih ribarskih plovila udičarskim alatima u Registar ICCAT-a (ICCAT record of BFT catching vessels) u 2018. godini,Odluka stupa na snagu 1. 3. 2018.<br />,28.02.2018,01.03.2018,,
16959,20114,Zakon o provedbi Uredbe (EU) br. 511/2014 o mjerama usklađivanja za korisnike Protokola iz Nagoye o pristupu genetskim resursima te poštenoj i pravičnoj podjeli dobiti koja proizlazi iz njihova korištenja u Uniji,Zakon stupa na snagu 9. III. 2018.,08.03.2018,09.03.2018,,
16960,20115,Zakon o poljoprivrednom zemljištu,"Zakon stupa na snagu 9. 3. 2018.<br/>
Prestaje važiti Zakon o poljoprivrednom zemljištu (Narodne novine, br. 39/13 i 48/15).",08.03.2018,09.03.2018,,
16961,20116,Zakon o prestanku važenja Zakona o provedbi Uredbe Europske unije o europskim fondovima socijalnog poduzetništva,"Zakon stupa na snagu 9. 3. 2018.<br/>
Prestaje važiti Zakon o provedbi Uredbe Europske unije o europskim fondovima socijalnog poduzetništva (Narodne novine, br. 123/13).",08.03.2018,09.03.2018,,
16962,20117,Zakon o prestanku važenja Zakona o provedbi Uredbe Europske unije o europskim fondovima poduzetničkog kapitala,"Zakon stupa na snagu 9. 3. 2018.<br/>
Prestaje važiti  Zakon o provedbi Uredbe Europske unije o europskim fondovima poduzetničkog kapitala (Narodne novine, br. 123/13).",08.03.2018,09.03.2018,,
16966,20121,Odluka o porezima Općine Sutivan,"Odluka stupa na snagu osmog dana od dana objave u Službenom glasniku Općine Sutivan, osim odredbi o prirezu poreza na dohodak koje stupaju na snagu 1. 4. 2018.<br/>
Prestaje važiti Odluka o općinskim porezima Općine Sutivan (Nar. novine, br. 112/01) i Odluka o prijenosu poslova utvrđivanja naplate općinskih poreza Općine Sutivan na Poreznu upravu (Službeni glasnik Općine Sutivan, br. 15/15).",31.03.2018,01.04.2018,,
16968,20123,Uredba o određivanju lučkog područja luke Vukovar,"Uredba stupa na snagu 10. 3 2018.<br/>
Prestaje važiti Uredba o određivanju lučkog područja luke Vukovar (Narodne novine, br. 100/01).",09.03.2018,10.03.2018,,
16969,20124,Odluka o isplati materijalnih prava i drugih naknada za zaposlenike u osnovnoškolskim ustanovama,Odluka stupa na snagu 3. 3. 2018.,02.03.2018,03.03.2018,,
16970,20125,Odluka o isplati materijalnih prava i drugih naknada za zaposlenike u srednjoškolskim ustanovama,Odluka stupa na snagu 3. 3. 2018.,02.03.2018,03.03.2018,,
16972,20127,Pravilnik o načinu ostvarivanja prava na prilagođeni osobni automobil i prava na naknadu troška prilagodbe osobnog automobila za hrvatske ratne vojne invalide iz Domovinskog rata,Pravilnik stupa na snagu 10. 3. 2018.,09.03.2018,10.03.2018,,
16973,20128,Pravilnik o vođenju evidencije udruga iz Domovinskog rata te suradnji i potpori udrugama iz Domovinskog rata,Pravilnik stupa na snagu 10. 3. 2018.,09.03.2018,10.03.2018,,
16974,20129,"Pravilnik o vođenju evidencija, kontroli obračuna i isplata ostvarenih prava te uvjeta za ostvarivanje prava","Pravilnik stupa na snagu 10. 3. 2018.<br/>
Prestaje važiti Pravilnik o načinu vođenja evidencije o obavljenim isplatama i dostavi izvješća o utrošenim sredstvima te kontroli namjenskog trošenja sredstava (Narodne novine, br. 4/15).",09.03.2018,10.03.2018,,
16979,20134,Kolektivni ugovor za Hrvatske autoceste d.o.o. (do 1. 2. 2022.),"Kolektivni ugovor stupa na snagu 1. 2. 2018.<br/>
Ne primjenjuje se Kolektivni ugovor za Hrvatske autoceste d.o.o. (Narodne novine, br. 60/14).",31.01.2018,01.02.2018,,
16981,20136,Naputak o novčanim kaznama koje izriču komunalni redari,"Naputak stupa na snagu 8. 3. 2018.<br/>
Prestaje važiti Naputak o novčanim kaznama koje izriču komunalni redari u provedbi Zakona o građevinskoj inspekciji (Narodne novine, br. 40/15).",07.03.2018,08.03.2018,,
16983,20138,Odluka o iznosu tarifnih stavki za javnu uslugu opskrbe plinom za razdoblje od 1. travnja do 31. srpnja 2018. godine,Odluka stupa na snagu 1. 4. 2018.,31.03.2018,01.04.2018,,
16985,20140,Uredba o mjerama zaštite od ionizirajućeg zračenja te postupanjima u slučaju izvanrednog događaja,"Uredba stupa na snagu 17. 3. 2018.<br/>
Prestaju važiti:<br/>
– Uredba o mjerama zaštite od ionizirajućeg zračenja te intervencija u slučaju izvanrednog događaja (Nar. novine, br. 102/12)<br/>
– članci 16. do 21. Pravilnika o granicama ozračenja (Narodne novine, br. 59/13).",16.03.2018,17.03.2018,,
16986,20141,Uredba o prestanku važenja Uredbe o pripajanju Agencije za regionalni razvoj Republike Hrvatske Središnjoj agenciji za financiranje i ugovaranje programa i projekata Europske unije,"Uredba stupa na snagu 17. 3. 2018.<br/>
Prestaje važiti Uredba o pripajanju Agencije za regionalni razvoj Republike Hrvatske Središnjoj agenciji za financiranje i ugovaranje programa i projekata Europske unije (Narodne novine, br. 97/15).",16.03.2018,17.03.2018,,
16987,20142,"Odluka o davanju odobrenja Koprivničko-križevačkoj županiji i Gradu Prelogu za sudjelovanje u Europskoj grupaciji za teritorijalnu suradnju pod nazivom ""Pannon Europska grupacija za teritorijalnu suradnju s ograničenom odgovornošću"" i odobrenju Konvencije",Odluka stupa na snagu 8. 3. 2018.,07.03.2018,08.03.2018,,
16988,20143,Pravilnik o provedbi postupka akreditacije regionalnih koordinatora,"Pravilnik stupa na snagu 17. 3. 2018.<br/>
Prestaje važiti Pravilnik o provedbi postupka akreditacije regionalnih koordinatora (Narodne novine, br. 121/15).",16.03.2018,17.03.2018,,
16989,20144,Pravilnik o Upisniku regionalnih koordinatora i lokalnih razvojnih agencija,"Pravilnik stupa na snagu 17. 3. 2018.<br/>
Prestaje važiti Pravilnik o Upisniku regionalnih koordinatora i lokalnih razvojnih agencija (Narodne novine, broj 121/15).",16.03.2018,17.03.2018,,
16990,20145,"Pravilnik o postupku ispitivanja vodomjera namijenjenih za uporabu u kućanstvu, trgovini i lakoj industriji",Pravilnik stupa na snagu 17. 3. 2018.<br/>,16.03.2018,17.03.2018,,
16991,20146,Pravilnik o postupku ispitivanja plinomjera statističkom metodom u svrhu produljenja ovjernog razdoblja,"Pravilnik stupa na snagu 17. 3. 2018.<br/>
Prestaje važiti Naputak za ispitivanje protočnih mjerila obujma plina statističkom metodom (Narodne novine, br. 99/02).",16.03.2018,17.03.2018,,
16992,20147,Odluka o primjeni odredbi Zakona o kreditnim institucijama na kreditne institucije u likvidaciji,"Odluka stupa na snagu 17. 3. 2018.<br/>
Prestaje važiti Odluka o primjeni odredaba zakona i drugih propisa iz nadležnosti Hrvatske narodne banke na kreditne institucije u likvidaciji (Narodne novine, br. 75/09).",16.03.2018,17.03.2018,,
16993,20148,"Sporazum o strateškom partnerstvu između Europske unije i njezinih država članica, s jedne strane, i Kanade, s druge strane, sastavljen u Bruxellesu 30. listopada 2016.",Zakon o potvrđivanju Sporazuma stupa na snagu 17. III. 2017.,16.03.2018,17.03.2017,,
16994,20149,"Sporazum o pojačanom partnerstvu i suradnji između Europske unije i njezinih država članica, s jedne strane i Republike Kazahstana, s druge strane, sastavljen u Astani 21. prosinca 2015.",Zakon o potvrđivanju Sporazuma stupa na snagu 17. III. 2017.,16.03.2018,17.03.2017,,
16995,20150,"Odluka o davanju ovlaštenja Ministarstvu mora, prometa i infrastrukture za korištenje i održavanje pomorskog dobra na kojem se nalazi zgrada Lučke kapetanije Rijeka",Odluka stupa na snagu 1. 3. 2018.,28.02.2018,01.03.2018,,
16996,20151,Kolektivni ugovor za javne službenike i namještenike Hrvatskog centra za razminiranje,"Kolektivni ugovor se sklapa na određeno vrijeme od 4 godine, a primjenjuje se od 20. 12. 2017.<br/>
Prestaje se primjenjivati  Kolektivni ugovor za javne službenike i namještenike Hrvatskog centra za razminiranje (Narodne novine, br. 106/13).",19.12.2017,,,20.12.2017
16998,20153,Odluka o dokumentaciji koja se prilaže zahtjevu za izdavanje odobrenja za raspoređivanje instrumenata kapitala kao instrumenta regulatornoga kapitala kreditnih institucija,Odluka stupa na snagu 22. 3. 2018.<br />,21.03.2018,22.03.2018,,
16999,20154,Odluka o prethodnoj suglasnosti za stjecanje kvalificiranog udjela u kreditnoj instituciji,Odluka stupa na snagu 22. 3. 2018.,21.03.2018,22.03.2018,,
17004,20159,Odluka o visini najniže mirovine hrvatskom branitelju iz Domovinskog rata za godinu 2018.,"Odluka stupa na snagu 1.1I. 2018., osim članka 2. stavka 2., 5. i 6. koji stupaju na snagu od 1. 3. 2018.",31.12.2017,01.03.2018,,
17008,20163,Plan prijma u državnu službu Državnog ureda za reviziju za 2018. godinu,Plan prijma stupa na snagu 14. 3. 2018.,13.03.2018,14.03.2018,,
17010,20165,Zakon o provedbi uredbi Europske unije o prometu drva i proizvoda od drva,"Zakon stupa na snagu 22. 3. 2018.<br />
Prestaje važiti Zakon o provedbi uredbi Europske unije u vezi s trgovinom ilegalno posječenim drvom i proizvodima od takvog drva (Narodne novine, br. 54/13).",21.03.2018,22.03.2018,,
17011,20166,Zakon o obavljanju geodetske djelatnosti,"Zakon stupa na snagu 22. 3. 2018.<br />
Prestaju važiti:<br/>
– Zakon o obavljanju geodetske djelatnosti (Narodne novine, br. 152/08, 61/11 i 56/13)<br />
– Pravilnik o uvjetima i mjerilima za davanje i oduzimanje suglasnosti za obavljanje poslova državne izmjere i katastra nekretnina (Narodne novine, br. 105/07 i 116/07) i <br />
– Pravilnik o priznavanju inozemnih stručnih kvalifikacija za regulirane profesije u području geodetske djelatnosti (Narodne novine, br. 81/14).

",21.03.2018,22.03.2018,,
17013,20168,Odluka o iznosu državnih poticajnih sredstava za stambenu štednju prikupljenu u 2018. godini,Odluka stupa na snagu 17. 3. 2018.,16.03.2018,17.03.2018,,
17018,20173,"Odluka o utvrđivanju ovlaštenih zdravstvenih ustanova u kojima se obavlja stručna procjena radi ostvarivanja statusa hrvatskog ratnog vojnog invalida po osnovi bolesti, pogoršanja bolesti odnosno pojave bolesti kao posljedice sudjelovanja u obrani suvereniteta Republike Hrvatske, za 2018. godinu",Odluka stupa na snagu 29. 3. 2018.,28.03.2018,29.03.2018,,
17019,20174,Odluka o usklađenju sredstava jamstvenog pologa za 2017. godinu,Odluka stupa na snagu 22. 3. 2018.,21.03.2018,22.03.2018,,
17023,20178,Odluka o raspisivanju prijevremenih izbora za Općinsko vijeće Općine Muć,Odluka stupa na snagu 29. ožujka 2018. godine.,28.03.2018,29.03.2018,,
17025,20180,"Pravilnik o službenim kontrolama grožđa, mošta, vina, voćnih vina i aromatiziranih proizvoda od vina","Pravilnik stupa na snagu 31. 3. 2018.<br />
Prestaju važiti članci  131. - 151. Pravilnika o vinu (Narodne novine, br. 96/96, 7/97, 117/97 i 57/00).",30.03.2018,31.03.2018,,
17026,20181,Pravilnik o tehničkim sustavima i objektima za pružanje usluga u zračnoj plovidbi,Pravilnik stupa na snagu 23. 6. 2018.<br />,22.06.2018,23.06.2018,,
17028,20183,Zakon o strateškim investicijskim projektima Republike Hrvatske,"Zakon stupa na snagu 5. 4. 2018.<br />
Prestaju važiti Zakon o strateškim investicijskim projektima Republike Hrvatske (Narodne novine, br. 133/13, 152/14 i 22/16) i Pravilnik o obliku i sadržaju obrasca kontrolne liste (Narodne novine, br. 151/13 i 32/14).",04.04.2018,05.04.2018,,
17029,20184,Zakon o obiteljskom poljoprivrednom gospodarstvu,Zakon stupa na snagu 5. 4. 2018.<br />,04.04.2018,05.04.2018,,
17035,20190,Rješenje o prestanku ovlaštenja društvu MEĐIMURSKA HIDROGRADNJA d.o.o. za obavljanje poslova zaštite na radu,"Stavlja se izvan snage Rješenje Zavoda za unapređivanje zaštite na radu klasa: UP/I-115-01/16-01/24, urbroj: 425-02/2-16-2 od 5. 10. 2016. godine.",,,,
17036,20191,Obvezatne upute broj LS-I – redoslijed izbornih radnji i tijek rokova,Obvezne upute stupaju na snagu 29. 3. 2018.,28.03.2018,29.03.2018,,
17037,20192,Obvezatne upute broj LS-II – o primjeni obvezatnih uputa i obrazaca na prijevremenim izborima za članove Općinskog vijeća Općine Muć,Obvezne upute stupaju na snagu 29. 3. 2018.,28.03.2018,29.03.2018,,
17038,20193,Obvezatne upute broj FLS – o suradnji Državnog izbornog povjerenstva Republike Hrvatske i Općinskog izbornog povjerenstva Općine Muć u provedbi nadzora financiranja izborne promidžbe na prijevremenim izborima za članove Općinskog vijeća Općine Muć,Obvezatne upute stupaju na snagu 29. 3. 2018.,28.03.2018,29.03.2018,,
17039,20194,Plan prijma u državnu službu u Ured pravobraniteljice za osobe s invaliditetom za 2018. godinu,Plan prijma stupa na snagu 2. 1. 2018.,01.01.2018,02.01.2018,,
17040,20195,Kolektivni ugovor za djelatnost zdravstva i zdravstvenog osiguranja,Ugovor se primjenjuje se od 1. 3. 2018.,28.02.2018,,,01.03.2018
17041,20196,Zakon o zaštiti neobjavljenih informacija s tržišnom vrijednosti,Zakon stupa na snagu 7. 4. 2018.,06.04.2018,07.04.2018,,
17042,20197,Odluka o isplati materijalnih prava i drugih naknada za zaposlenike u djelatnosti socijalne skrbi,Odluka stupa na snagu 31. 3. 2018.,30.03.2018,31.03.2018,,
17043,20198,Odluka o isplati materijalnih prava i drugih naknada za zaposlenike u ustanovama kulture,Odluka stupa na snagu 31. 3. 2018.,30.03.2018,31.03.2018,,
17046,20203,Odluka o kriterijima za upis ulovnih ribarskih plovila koja obavljaju ribolov plivaricom tunolovkom u Registar ulovnih brodova ICCAT-a (ICCAT Record of BFT Catching Vessels) u 2018. godini,Odluka stupa na snagu 31. 3. 2018.,30.03.2018,31.03.2018,,
17047,20204,Pravilnik o zaštiti i korištenju arhivskoga i registraturnoga gradiva ministarstva znanosti i obrazovanja,"Pravilnik stupa na snagu 7. 4. 2018.<br/>
Prestaje važiti Pravilnik o zaštiti i korištenju arhivskog i registraturnog gradiva Ministarstva znanosti, obrazovanja i športa, (klasa: 036-02/10-01/00001; urbroj: 533-02-10-0002) i Poseban popis gradiva s rokovima čuvanja (klasa: 036-02/10-01/0001; urbroj: 533-18-13-0019).",06.04.2018,07.04.2018,,
17049,20206,"Pravilnik o načinu prikupljanja, obrade i dostave statističkih podataka i izvješća iz područja primjene Zakona o zaštiti od nasilja u obitelji","Pravilnik stupa na snagu 5. IV. 2018.<br/>
Prestaje važiti Pravilnik o sadržaju obvezne evidencije i izvješća, načinu prikupljanja, obrade i pohrane statističkih podataka iz područja primjene Zakona o zaštiti od nasilja u obitelji (Narodne novine, br. 105/11)",04.04.2018,05.04.2018,,
17052,20209,Odluka o osnivanju Povjerenstva za žalbe povodom prigovora savjesti i imenovanju predsjednice i članova Povjerenstva,Odluka stupa na snagu 5. 4. 2018.,04.04.2018,05.04.2018,,
17053,20210,Pravilnik o letenju zrakoplova,"Pravilnik stupa na snagu 12. 4. 2018.<br/>
Prestaje važiti Pravilnik o letenju zrakoplova (Narodne novine, br. 128/14).",11.04.2018,12.04.2018,,
17055,20212,"Pravila za statutarnu certifikaciju pomorskih brodova, Prijevoz putnika","Pravila stupaju na snagu 7. 4. 2018.<br/>
Prestaju važiti Pravila za statutarnu certifikaciju pomorskih brodova, Dio 21. – Prijevoz putnika (2009.) (Narodne novine, br. 65/09)",06.04.2018,07.04.2018,,
17056,20213,"Pravila za statutarnu certifikaciju pomorskih brodova, Zaštita pri radu i smještaj posade","Pravila stupaju na snagu 7. 4. 2018.<br/>
Prestaju važiti Pravila za statutarnu certifikaciju pomorskih brodova, Zaštita pri radu i smještaj posade (Narodne novine, br. 54/15).",06.04.2018,07.04.2018,,
